,id,lat,long,misc,FIR
540,541,-12.93333333,31.66666667,ABEAM VMF                ,FLFI
546,547,-13.37555556,32.32166667,ADMIS                    ,FLFI
745,746,-13.9825,28.29361111,ANVAM                    ,FLFI
768,769,-14.59,29.42833333,ABEAM OKDAR              ,FLFI
775,776,-15.025,28.69527778,APDEL                    ,FLFI
797,798,-11.095,31.78333333,APGEL                    ,FLFI
803,804,-13.82,30.47166667,APGIK                    ,FLFI
804,805,-17.23666667,25.18638889,APGIS                    ,FLFI
829,830,-14.41666667,22.31666667,APKUS                    ,FLFI
844,845,-13.145,30.36666667,APLUX                    ,FLFI
845,846,-14.48333333,30.41666667,APMAB                    ,FLFI
846,847,-17.58583333,25.62305556,APMAG                    ,FLFI
856,857,-17.61555556,26.02916667,APMIT                    ,FLFI
872,873,-14.68166667,28.35416667,APNOK                    ,FLFI
1017,1018,-15.92472222,27.81333333,AVAMO                    ,FLFI
1031,1032,-13.37666667,29.98833333,AVEKA                    ,FLFI
1033,1034,-13.96666667,28.565,AVEKU                    ,FLFI
1048,1049,-14.27,29.275,AVIPO                    ,FLFI
1057,1058,-15.86666667,24.21666667,AVOBI                    ,FLFI
1061,1062,-17.23333333,26.44833333,AVOMU                    ,FLFI
1062,1063,-15.63333333,22.86666667,AVONI                    ,FLFI
1074,1075,-17.66416667,25.68305556,AVULO                    ,FLFI
1078,1079,-14.23333333,27.68333333,AVUPA                    ,FLFI
1093,1094,-13.52944444,32.8275,AXEBO                    ,FLFI
1120,1121,-12.49,29.12388889,AXULO                    ,FLFI
1411,1412,-12.56666667,26.63833333,CTR01                    ,FLFI
1412,1413,-13.0,29.0,CTR03                    ,FLFI
1414,1415,-13.23833333,31.62055556,CTR BDRY                 ,FLFI
1415,1416,-13.34833333,32.20916667,CTR BDRY                 ,FLFI
1416,1417,-15.07694444,28.75,CTR BDRY                 ,FLFI
1417,1418,-14.68277778,28.48944444,CTR BDRY                 ,FLFI
1418,1419,-13.45361111,28.88333333,CTR BDRY                 ,FLFI
1419,1420,-12.78388889,28.8575,CTR BDRY                 ,FLFI
1420,1421,-14.84277778,28.08083333,CTR BDRY                 ,FLFI
1421,1422,-15.63027778,28.71722222,CTR BDRY                 ,FLFI
1422,1423,-15.74833333,28.41833333,CTR BDRY                 ,FLFI
1423,1424,-14.975,28.70666667,CTR BDRY                 ,FLFI
1424,1425,-15.61833333,28.10833333,CTR BDRY                 ,FLFI
1425,1426,-17.605,26.045,CTR BDRY                 ,FLFI
1426,1427,-15.18833333,28.825,CTR BDRY                 ,FLFI
1641,1642,-13.43083333,25.43305556,DUGBA                    ,FLFI
1676,1677,-16.78833333,26.32833333,DURTO                    ,FLFI
1806,1807,-15.66805556,28.2075,EGNIS                    ,FLFI
1817,1818,-12.90166667,27.81833333,EGPAK                    ,FLFI
1841,1842,-12.16666667,28.75,EGSAR                    ,FLFI
1869,1870,-12.22666667,32.615,EKBEG                    ,FLFI
1876,1877,-15.66222222,28.71333333,EKBIS                    ,FLFI
1877,1878,-15.71805556,26.63305556,EKBIT                    ,FLFI
1885,1886,-10.66666667,30.0,EKBOV                    ,FLFI
1887,1888,-17.23166667,26.44833333,EKBUG                    ,FLFI
1980,1981,-17.58277778,23.68666667,EPMAG                    ,FLFI
1998,1999,-13.59388889,22.00277778,EPNUL                    ,FLFI
2017,2018,-12.345,28.73916667,EPSOT                    ,FLFI
2040,2041,-14.57166667,29.42,EPVOK                    ,FLFI
2117,2118,-16.85,28.0,ESTAK                    ,FLFI
2154,2155,-15.51666667,27.61666667,ETBOM                    ,FLFI
2177,2178,-14.83333333,30.65,ETKAV                    ,FLFI
2199,2200,-16.46666667,28.11666667,ETLUN                    ,FLFI
2220,2221,-12.19166667,32.59166667,ETOLI                    ,FLFI
2228,2229,-11.52666667,24.93777778,ETOXO                    ,FLFI
2276,2277,-14.89833333,29.57666667,EVOGO                    ,FLFI
2280,2281,-15.71166667,26.63833333,EVOLU                    ,FLFI
2287,2288,-15.42,29.83,EVUDA                    ,FLFI
2325,2326,-13.90833333,32.18,EXODA                    ,FLFI
2326,2327,-8.948611111,29.99416667,EXOGA                    ,FLFI
2376,2377,-14.40166667,32.05166667,S14 24 1 E032 03 1       ,FLFI
2416,2417,-15.94972222,29.03,GADBA                    ,FLFI
2547,2548,-12.94166667,30.33333333,GEPET                    ,FLFI
2575,2576,-9.44,33.06166667,GESAT                    ,FLFI
2582,2583,-14.52,30.58333333,GESUD                    ,FLFI
2592,2593,-17.875,25.80666667,GETOG                    ,FLFI
2607,2608,-14.46861111,24.23444444,GEXAG                    ,FLFI
2629,2630,-11.66666667,33.3,GIPVO                    ,FLFI
2722,2723,-16.07833333,27.35166667,IBGOT                    ,FLFI
2723,2724,-12.5725,27.48222222,IBGOX                    ,FLFI
2741,2742,-9.1975,29.76111111,IBMIS                    ,FLFI
2749,2750,-14.99333333,29.32166667,IBNOP                    ,FLFI
2757,2758,-16.175,27.55833333,IBROM                    ,FLFI
2770,2771,-16.165,28.41833333,IBSUL                    ,FLFI
2877,2878,-13.14777778,31.35111111,IMLUP                    ,FLFI
2923,2924,-17.41833333,25.40833333,IMVES                    ,FLFI
3022,3023,-10.84666667,31.97666667,ITKAN                    ,FLFI
3029,3030,-12.16666667,25.10333333,ITLOR                    ,FLFI
3073,3074,-14.08,31.73333333,IXALU                    ,FLFI
3078,3079,-15.37333333,25.94694444,IXATA                    ,FLFI
3127,3128,-14.0,28.55,KAPIRI                   ,FLFI
3130,3131,-13.96666667,28.56666667,KAPIRI                   ,FLFI
3314,3315,-11.765,25.21527778,KOKEN                    ,FLFI
3376,3377,-16.75,26.96666667,KURMA                    ,FLFI
3394,3395,-13.66666667,32.8,LABON                    ,FLFI
3398,3399,-14.48888889,30.44444444,LAGNA                    ,FLFI
3610,3611,-10.7,33.58333333,MEKRO                    ,FLFI
3647,3648,-13.2,31.06666667,MF 50                    ,FLFI
3906,3907,-14.46333333,30.73333333,NESAK                    ,FLFI
3957,3958,-15.31222222,23.24638889,NIBEG                    ,FLFI
3978,3979,-13.06666667,26.85166667,NIDOS                    ,FLFI
3979,3980,-11.73833333,29.78333333,NIDOT                    ,FLFI
4094,4095,-14.63333333,29.33333333,OKDAR                    ,FLFI
4128,4129,-10.55,29.06666667,OKMUL                    ,FLFI
4131,4132,-13.21833333,31.28,OKNES                    ,FLFI
4156,4157,-12.74277778,26.21861111,OKSED                    ,FLFI
4161,4162,-14.10333333,29.40833333,OKSIX                    ,FLFI
4285,4286,-9.619722222,33.5,OVANA                    ,FLFI
4537,4538,-16.62972222,28.47166667,RETAR                    ,FLFI
4669,4670,-13.13833333,30.30833333,SENGI                    ,FLFI
4701,4702,-9.506666667,33.01166667,SHEM                     ,FLFI
4797,4798,-14.0,28.115,14 SOUTH                 ,FLFI
4933,4934,-14.37166667,32.05833333,TEVAS                    ,FLFI
4976,4977,-17.47,24.36666667,TIGEL                    ,FLFI
4986,4987,-9.08,31.96527778,TIKAN                    ,FLFI
4999,5000,-17.63833333,25.085,TIKOK                    ,FLFI
5013,5014,-15.39,29.29333333,TIMAX                    ,FLFI
5039,5040,-16.16166667,28.45333333,TMA                      ,FLFI
5044,5045,-15.51666667,27.68333333,TMA BDRY                 ,FLFI
5046,5047,-12.67222222,32.50083333,TMA BDRY                 ,FLFI
5048,5049,-14.04,32.14166667,TMA BDRY                 ,FLFI
5049,5050,-13.055,29.51833333,TMA BDRY                 ,FLFI
5051,5052,-13.1975,31.075,TMA BDRY                 ,FLFI
5053,5054,-12.40472222,32.32361111,TMA BDRY                 ,FLFI
5055,5056,-14.31611111,27.71388889,TMA BDRY                 ,FLFI
5060,5061,-12.83333333,27.8,TMA1                     ,FLFI
5064,5065,-15.97333333,27.14166667,TMA BDRY                 ,FLFI
5066,5067,-16.35944444,27.92972222,TMA BDRY                 ,FLFI
5082,5083,-12.35333333,28.12666667,TOBAN                    ,FLFI
5132,5133,-9.295,32.75166667,TUNDA                    ,FLFI
5175,5176,-13.12833333,30.18666667,UBTEL                    ,FLFI
5204,5205,-13.74972222,27.38277778,UDGAS                    ,FLFI
5213,5214,-12.37,29.23166667,UDLOP                    ,FLFI
5227,5228,-9.085555556,32.10305556,UDNOT                    ,FLFI
5230,5231,-13.57833333,32.26666667,UDPIX                    ,FLFI
5326,5327,-15.92333333,27.815,UPDOR                    ,FLFI
5373,5374,-17.21666667,25.2,UTA21                    ,FLFI
5394,5395,-9.296666667,32.75222222,UTEMA                    ,FLFI
5571,5572,-14.67666667,28.26833333,VLS40                    ,FLFI
5572,5573,-16.16666667,28.415,VLS50                    ,FLFI
5573,5574,-14.00166667,28.115,VLS81                    ,FLFI
5714,5715,-18.04694444,26.65666667,XOSIV                    ,FLFI
211,212,16.0,40.0,N1600 E040 00            ,HHAA
1156,1157,16.85333333,38.29666667,BARKU                    ,HHAA
1294,1295,13.2,41.83,BOPSA                    ,HHAA
1579,1580,14.5,39.8,DILKA                    ,HHAA
1651,1652,18.16833333,39.005,DULAB                    ,HHAA
1753,1754,13.655,42.155,EDITO                    ,HHAA
1883,1884,14.41833333,40.36666667,EKBOR                    ,HHAA
2271,2272,14.48638889,38.40666667,EVITO                    ,HHAA
2560,2561,14.055,41.0,GEREK                    ,HHAA
2585,2586,14.65166667,39.25,GETAR                    ,HHAA
2752,2753,13.43166667,42.0,IBRAD                    ,HHAA
2833,2834,16.31666667,38.93333333,IMDAX                    ,HHAA
3017,3018,14.29194444,36.51277778,ITGEV                    ,HHAA
3328,3329,14.5,38.9,KONET                    ,HHAA
3578,3579,12.59166667,42.78888889,MANDA                    ,HHAA
4119,4120,13.55,42.08333333,OKMAB                    ,HHAA
4443,4444,14.91666667,41.89833333,PURAD                    ,HHAA
4687,4688,14.48333333,39.33333333,SETIT                    ,HHAA
4739,4740,15.06222222,38.69527778,SKETI                    ,HHAA
4765,4766,13.87333333,42.32166667,SOLIR                    ,HHAA
4910,4911,15.34833333,37.17833333,TESON                    ,HHAA
4912,4913,15.11666667,40.28333333,TESOT                    ,HHAA
5253,5254,17.42666667,38.97833333,ULONI                    ,HHAA
5787,5788,15.02666667,41.01833333,ZULAC                    ,HHAA
226,227,-19.0,0.0,S19 00 E000 00           ,FAJO
227,228,-19.0,5.0,S19 00 E005 00           ,FAJO
228,229,-19.0,10.0,S19 00 E010 00           ,FAJO
233,234,-20.0,0.0,S20 00 E000 00           ,FAJO
234,235,-20.0,5.0,S20 00 E005 00           ,FAJO
235,236,-20.0,-5.0,S20 00 W005 00           ,FAJO
236,237,-20.0,10.0,S20 00 0 E010 00 0       ,FAJO
255,256,-21.0,0.0,S21 00 E000 00           ,FAJO
256,257,-21.0,10.0,S21 00 E010 00           ,FAJO
260,261,-22.0,0.0,S22 00 E000 00           ,FAJO
261,262,-22.0,10.0,S22 00 E010 00           ,FAJO
264,265,-23.0,10.0,S23 00 E010 00           ,FAJO
267,268,-24.0,0.0,S24 00 E000 00           ,FAJO
268,269,-24.0,10.0,S24 00 E010 00           ,FAJO
270,271,-25.0,0.0,S25 00 E000 00           ,FAJO
271,272,-25.0,5.0,S25 00 E005 00           ,FAJO
272,273,-25.0,-5.0,S25 00 W050 00           ,FAJO
273,274,-25.0,10.0,S25 00 0 E010 00 0       ,FAJO
286,287,-26.0,0.0,S26 00 E000 00           ,FAJO
287,288,-26.0,10.0,S26 00 0 E010 00 0       ,FAJO
290,291,-27.0,0.0,S27 00 E000 00           ,FAJO
291,292,-27.0,5.0,2705S                    ,FAJO
292,293,-27.0,10.0,S27 00 E010 00           ,FAJO
294,295,-28.0,0.0,S28 00 E000 00           ,FAJO
295,296,-28.0,10.0,S28 00 E010 00           ,FAJO
297,298,-28.17833333,34.81,2834A                    ,FAJO
299,300,-29.0,0.0,S29 00 E000 00           ,FAJO
300,301,-29.0,10.0,S29 00 E010 00           ,FAJO
302,303,-30.0,0.0,S30 00 E000 00           ,FAJO
303,304,-30.0,5.0,S30 00 E005 00           ,FAJO
304,305,-30.0,-5.0,S30 00 W005 00           ,FAJO
306,307,-30.0,10.0,S30 00 E010 00           ,FAJO
307,308,-30.0,35.0,S30 00 E035 00           ,FAJO
316,317,-31.0,0.0,S31 00 E000 00           ,FAJO
318,319,-31.0,10.0,S31 00 E010 00           ,FAJO
320,321,-32.0,0.0,S32 00 E000 00           ,FAJO
322,323,-32.0,10.0,S32 00 E010 00           ,FAJO
323,324,-32.0,40.0,S32 00 E040 00           ,FAJO
324,325,-33.0,0.0,S33 00 E000 00           ,FAJO
326,327,-33.0,10.0,S33 00 E010 00           ,FAJO
329,330,-33.0,40.0,S33 00 E040 00           ,FAJO
330,331,-34.0,0.0,S34 00 E000 00           ,FAJO
332,333,-34.0,10.0,S34 00 E010 00           ,FAJO
335,336,-34.0,40.0,S34 00 E040 00           ,FAJO
336,337,-35.0,0.0,S35 00 E000 00           ,FAJO
337,338,-35.0,5.0,S35 00 E005 00           ,FAJO
338,339,-35.0,-5.0,S35 00 W005 00           ,FAJO
340,341,-35.0,10.0,S35 00 E010 00           ,FAJO
343,344,-35.0,35.0,S35 00 E035 00           ,FAJO
344,345,-35.0,40.0,S35 00 E040 00           ,FAJO
345,346,-35.0,45.0,S35 00 E045 00           ,FAJO
346,347,-35.0,50.0,S35 00 E050 00           ,FAJO
347,348,-35.0,55.0,S35 00 E055 00           ,FAJO
352,353,-36.0,0.0,S36 00 E000 00           ,FAJO
353,354,-36.0,10.0,S36 00 E010 00           ,FAJO
355,356,-36.0,30.0,S36 00 E030 00           ,FAJO
356,357,-36.0,40.0,S36 00 E040 00           ,FAJO
357,358,-37.0,0.0,S37 00 E000 00           ,FAJO
358,359,-37.0,10.0,S37 00 E010 00           ,FAJO
360,361,-37.0,30.0,S37 00 E030 00           ,FAJO
361,362,-37.0,40.0,S37 00 E040 00           ,FAJO
362,363,-38.0,0.0,S38 00 E000 00           ,FAJO
363,364,-38.0,10.0,S38 00 E010 00           ,FAJO
364,365,-38.0,20.0,S38 00 E020 00           ,FAJO
365,366,-38.0,30.0,S38 00 E030 00           ,FAJO
366,367,-38.0,40.0,S38 00 E040 00           ,FAJO
367,368,-39.0,0.0,S39 00 E000 00           ,FAJO
368,369,-39.0,10.0,S39 00 E010 00           ,FAJO
369,370,-39.0,20.0,S39 00 E020 00           ,FAJO
370,371,-39.0,30.0,S39 00 E030 00           ,FAJO
371,372,-39.0,40.0,S39 00 E040 00           ,FAJO
372,373,-40.0,0.0,S40 00 E000 00           ,FAJO
373,374,-40.0,5.0,S40 00 E005 00           ,FAJO
374,375,-40.0,-5.0,S40 00 W005 00           ,FAJO
375,376,-40.0,10.0,S40 00 E010 00           ,FAJO
376,377,-40.0,15.0,S40 00 E015 00           ,FAJO
377,378,-40.0,20.0,S40 00 E020 00           ,FAJO
378,379,-40.0,25.0,S40 00 E025 00           ,FAJO
379,380,-40.0,30.0,S40 00 E030 00           ,FAJO
380,381,-40.0,35.0,S40 00 E035 00           ,FAJO
381,382,-40.0,40.0,S40 00 E040 00           ,FAJO
382,383,-40.0,45.0,S40 00 E045 00           ,FAJO
383,384,-40.0,50.0,S40 00 E050 00           ,FAJO
384,385,-40.0,55.0,S40 00 E055 00           ,FAJO
389,390,-41.0,0.0,S41 00 E000 00           ,FAJO
390,391,-41.0,20.0,S41 00 E020 00           ,FAJO
391,392,-41.0,30.0,S41 00 E030 00           ,FAJO
392,393,-41.0,40.0,S41 00 E040 00           ,FAJO
393,394,-42.0,0.0,S42 00 E000 00           ,FAJO
394,395,-42.0,10.0,S42 00 W010 00           ,FAJO
395,396,-42.0,20.0,S42 00 E020 00           ,FAJO
396,397,-42.0,30.0,S42 00 E030 00           ,FAJO
397,398,-42.0,40.0,S42 00 W040 00           ,FAJO
398,399,-43.0,0.0,S43 00 E000 00           ,FAJO
399,400,-43.0,10.0,S43 00 E010 00           ,FAJO
400,401,-43.0,20.0,S43 00 E020 00           ,FAJO
401,402,-43.0,30.0,S43 00 W030 00           ,FAJO
402,403,-43.0,40.0,S43 00 W040 00           ,FAJO
403,404,-44.0,0.0,S44 00 E000 00           ,FAJO
404,405,-44.0,10.0,S44 00 E010 00           ,FAJO
405,406,-44.0,20.0,S44 00 E020 00           ,FAJO
406,407,-44.0,30.0,S44 00 E030 00           ,FAJO
407,408,-44.0,40.0,S44 00 E040 00           ,FAJO
408,409,-45.0,0.0,S45 00 E000 00           ,FAJO
409,410,-45.0,5.0,S45 00 E005 00           ,FAJO
410,411,-45.0,-5.0,S45 00 W005 00           ,FAJO
411,412,-45.0,10.0,S45 00 E010 00           ,FAJO
412,413,-45.0,15.0,S45 00 E015 00           ,FAJO
413,414,-45.0,20.0,S45 00 E020 00           ,FAJO
414,415,-45.0,25.0,S45 00 E025 00           ,FAJO
415,416,-45.0,30.0,S45 00 W030 00           ,FAJO
416,417,-45.0,35.0,S45 00 E035 00           ,FAJO
417,418,-45.0,40.0,S45 00 E040 00           ,FAJO
418,419,-45.0,45.0,S45 00 E045 00           ,FAJO
419,420,-45.0,50.0,S45 00 E050 00           ,FAJO
420,421,-45.0,55.0,S45 00 E055 00           ,FAJO
421,422,-45.0,60.0,S45 00 E060 00           ,FAJO
422,423,-45.0,65.0,S45 00 W065 00           ,FAJO
423,424,-45.0,70.0,S45 00 W070 00           ,FAJO
424,425,-45.0,75.0,S45 00 E075 00           ,FAJO
426,427,-46.0,0.0,S46 00 E000 00           ,FAJO
427,428,-46.0,10.0,S46 00 E010 00           ,FAJO
428,429,-46.0,20.0,S46 00 E020 00           ,FAJO
429,430,-46.0,30.0,S46 00 E030 00           ,FAJO
430,431,-47.0,0.0,S47 00 E000 00           ,FAJO
431,432,-47.0,10.0,S47 00 E010 00           ,FAJO
432,433,-47.0,20.0,S47 00 E020 00           ,FAJO
433,434,-47.0,30.0,S47 00 E030 00           ,FAJO
434,435,-48.0,0.0,S48 00 E000 00           ,FAJO
435,436,-48.0,10.0,S48 00 E010 00           ,FAJO
436,437,-48.0,20.0,S48 00 E020 00           ,FAJO
437,438,-48.0,30.0,S48 00 E030 00           ,FAJO
438,439,-49.0,0.0,S49 00 E000 00           ,FAJO
439,440,-49.0,10.0,S49 00 E010 00           ,FAJO
440,441,-49.0,20.0,S49 00 E020 00           ,FAJO
441,442,-49.0,30.0,S49 00 E030 00           ,FAJO
442,443,-50.0,0.0,S50 00 E000 00           ,FAJO
443,444,-50.0,5.0,S50 00 E005 00           ,FAJO
444,445,-50.0,-5.0,S50 00 W005 00           ,FAJO
445,446,-50.0,10.0,S50 00 E010 00           ,FAJO
446,447,-50.0,15.0,S50 00 E015 00           ,FAJO
447,448,-50.0,20.0,S50 00 E020 00           ,FAJO
448,449,-50.0,25.0,S50 00 E025 00           ,FAJO
449,450,-50.0,30.0,S50 00 E030 00           ,FAJO
450,451,-50.0,35.0,S50 00 E035 00           ,FAJO
451,452,-50.0,40.0,S50 00 E040 00           ,FAJO
452,453,-50.0,45.0,S50 00 E045 00           ,FAJO
453,454,-50.0,50.0,S50 00 E050 00           ,FAJO
454,455,-50.0,55.0,S50 00 E055 00           ,FAJO
455,456,-50.0,60.0,S50 00 E060 00           ,FAJO
456,457,-50.0,65.0,S50 00 E065 00           ,FAJO
457,458,-50.0,70.0,S50 00 E070 00           ,FAJO
458,459,-50.0,75.0,S50 00 E075 00           ,FAJO
460,461,-51.0,0.0,S51 00 E000 00           ,FAJO
461,462,-51.0,10.0,S51 00 E010 00           ,FAJO
462,463,-51.0,20.0,S51 00 E020 00           ,FAJO
463,464,-51.0,30.0,S51 00 E030 00           ,FAJO
465,466,-52.0,0.0,S52 00 E000 00           ,FAJO
466,467,-52.0,10.0,S52 00 E010 00           ,FAJO
467,468,-52.0,20.0,S52 00 E020 00           ,FAJO
468,469,-52.0,30.0,S52 00 E030 00           ,FAJO
469,470,-53.0,0.0,S53 00 E000 00           ,FAJO
470,471,-53.0,10.0,S53 00 E010 00           ,FAJO
471,472,-53.0,20.0,S53 00 E020 00           ,FAJO
472,473,-53.0,30.0,S53 00 E030 00           ,FAJO
473,474,-54.0,0.0,S54 00 E000 00           ,FAJO
474,475,-54.0,10.0,S54 00 E010 00           ,FAJO
475,476,-54.0,20.0,S54 00 E020 00           ,FAJO
476,477,-54.0,30.0,S54 00 E030 00           ,FAJO
477,478,-55.0,0.0,S55 00 E000 00           ,FAJO
478,479,-55.0,5.0,S55 00 E005 00           ,FAJO
479,480,-55.0,10.0,S55 00 E010 00           ,FAJO
480,481,-55.0,20.0,S55 00 E020 00           ,FAJO
481,482,-55.0,30.0,S55 00 W030 00           ,FAJO
723,724,-36.85,10.0,ANTES                    ,FAJO
731,732,-29.83333333,15.0,ANTOM                    ,FAJO
746,747,-28.0025,14.56222222,ANVAR                    ,FAJO
747,748,-31.16083333,33.10944444,ANVED                    ,FAJO
817,818,-28.2,0.0,APKID                    ,FAJO
843,844,-28.87027778,34.42555556,APLUK                    ,FAJO
978,979,-29.33333333,10.0,ASONI                    ,FAJO
1212,1213,-40.21666667,57.0,BIGSA                    ,FAJO
1273,1274,-19.33333333,-5.0,BOLUM                    ,FAJO
1378,1379,-32.0,15.0,BUXIR                    ,FAJO
1432,1433,-26.33333333,5.0,DABUR                    ,FAJO
1828,1829,-27.84361111,14.02666667,EGRAP                    ,FAJO
1847,1848,-28.39194444,34.69194444,EGSOX                    ,FAJO
1864,1865,-34.04694444,31.02944444,EGVOL                    ,FAJO
1868,1869,-39.21666667,0.0,EKBED                    ,FAJO
1994,1995,-37.00944444,23.98444444,EPNET                    ,FAJO
2118,2119,-28.14694444,14.42083333,ESTAM                    ,FAJO
2210,2211,-28.37333333,35.93833333,ETMOS                    ,FAJO
2235,2236,-34.35,10.0,ETULA                    ,FAJO
2346,2347,-24.93833333,10.0,FIR                      ,FAJO
2541,2542,-37.01138889,18.51166667,GEPAB                    ,FAJO
2548,2549,-35.07833333,29.98666667,GEPEV                    ,FAJO
2555,2556,-34.05,0.0,GERAM                    ,FAJO
2602,2603,-27.69805556,14.16888889,GEVIN                    ,FAJO
2604,2605,-29.69361111,33.96027778,GEVIS                    ,FAJO
3014,3015,-31.71666667,10.0,ITGAD                    ,FAJO
3028,3029,-35.26666667,14.99916667,ITLIK                    ,FAJO
3032,3033,-34.2,15.0,ITMEK                    ,FAJO
3887,3888,-32.26416667,32.46194444,NEPUM                    ,FAJO
3889,3890,-36.01861111,29.02777778,NERAX                    ,FAJO
4101,4102,-33.08333333,15.0,OKDOG                    ,FAJO
4127,4128,-70.83333333,18.66666667,OKMOR                    ,FAJO
4175,4176,-28.13138889,15.0,OKTEL                    ,FAJO
4269,4270,-23.0,0.0,OSEPA                    ,FAJO
4525,4526,-36.43333333,57.0,RAXES                    ,FAJO
4822,4823,-27.95833333,35.25833333,TALVA                    ,FAJO
5190,5191,-27.9225,14.29444444,UBVER                    ,FAJO
5338,5339,-18.46333333,-6.12,USENA                    ,FAJO
5490,5491,-29.16194444,15.0,UVGOD                    ,FAJO
5697,5698,-32.97,57.0,XEKOT                    ,FAJO
237,238,20.0,-20.0,N20 00 W020 00           ,GCCC
257,258,21.0,-20.0,N21 00 W020 00           ,GCCC
262,263,22.0,-20.0,N22 00 W020 00           ,GCCC
265,266,23.0,-20.0,N23 00 W020 00           ,GCCC
269,270,24.0,-20.0,N24 00 W020 00           ,GCCC
274,275,25.0,-18.85,N25 W018                 ,GCCC
275,276,25.0,-19.0,2519N                    ,GCCC
276,277,25.0,-20.0,N25 00 W020 00           ,GCCC
288,289,26.0,-20.0,N26 00 W020 00           ,GCCC
293,294,27.0,-20.0,N27 00 W020 00           ,GCCC
296,297,28.0,-20.0,N28 00 W020 00           ,GCCC
301,302,29.0,-20.0,N29 00 W020 00           ,GCCC
550,551,28.56805556,-13.79472222,ADOVO                    ,GCCC
613,614,28.90194444,-13.34472222,ALEDU                    ,GCCC
639,640,29.46888889,-13.01055556,ALUGO                    ,GCCC
643,644,29.01638889,-13.08444444,AMAPI                    ,GCCC
648,649,20.91666667,-18.0,AMDIB                    ,GCCC
771,772,25.0,-19.50444444,APASO                    ,GCCC
900,901,28.4325,-17.45222222,ARACO                    ,GCCC
925,926,25.72805556,-14.35833333,ARENA                    ,GCCC
929,930,28.48027778,-13.98416667,ARGOX                    ,GCCC
954,955,28.40888889,-16.03388889,ARTEM                    ,GCCC
956,957,29.35777778,-13.58555556,ARVEM                    ,GCCC
984,985,28.98111111,-13.31444444,ASTAM                    ,GCCC
1145,1146,28.37944444,-13.72888889,BAMKU                    ,GCCC
1151,1152,28.68777778,-13.42916667,BAPAL                    ,GCCC
1159,1160,28.62111111,-16.75833333,BASUX                    ,GCCC
1188,1189,28.41,-14.25166667,BETAN                    ,GCCC
1247,1248,25.0,-16.35861111,BIPET                    ,GCCC
1328,1329,29.59111111,-16.37277778,BRICK                    ,GCCC
1371,1372,29.20916667,-13.2725,BUSAP                    ,GCCC
1383,1384,25.0,-14.94111111,CABEL                    ,GCCC
1384,1385,26.13888889,-14.64388889,CABOJ                    ,GCCC
1386,1387,27.99972222,-14.64805556,CANIS                    ,GCCC
1402,1403,28.32833333,-15.24194444,COLON                    ,GCCC
1405,1406,27.36,-13.70222222,COSTI                    ,GCCC
1476,1477,28.19722222,-15.18305556,DEKAM                    ,GCCC
1498,1499,28.20027778,-13.83972222,DEMEX                    ,GCCC
1529,1530,26.72305556,-15.21083333,DEREV                    ,GCCC
1548,1549,29.50166667,-13.44361111,DETIV                    ,GCCC
1551,1552,29.24805556,-12.71833333,DEVLA                    ,GCCC
1555,1556,26.92833333,-13.205,DEXAD                    ,GCCC
1559,1560,29.27222222,-13.33583333,DIBIB                    ,GCCC
1605,1606,24.14861111,-15.60777778,DISMA                    ,GCCC
1630,1631,27.66111111,-15.50305556,DRAGO                    ,GCCC
1631,1632,27.65555556,-15.50666667,DRANO                    ,GCCC
1727,1728,28.04,-15.33944444,ECKOS                    ,GCCC
1764,1765,22.915,-23.60166667,EDUMO                    ,GCCC
1906,1907,29.13027778,-13.67583333,ELNAN                    ,GCCC
1942,1943,27.92472222,-14.99388889,ENETA                    ,GCCC
2144,2145,26.87222222,-13.32083333,ETAVO                    ,GCCC
2169,2170,21.33805556,-18.67861111,ETIBA                    ,GCCC
2339,2340,28.10833333,-14.13805556,FAYTA                    ,GCCC
2440,2441,29.65861111,-13.26166667,GAKMI                    ,GCCC
2462,2463,29.47,-13.01138889,GAMVA                    ,GCCC
2468,2469,28.27472222,-17.17027778,GANTA                    ,GCCC
2481,2482,28.72694444,-13.57416667,GARGO                    ,GCCC
2528,2529,26.59527778,-14.85416667,GELPI                    ,GCCC
2617,2618,30.13888889,-13.55555556,GILDI                    ,GCCC
2620,2621,29.50583333,-13.13333333,GINAS                    ,GCCC
2630,2631,26.74055556,-13.54638889,GIRAL                    ,GCCC
2642,2643,28.78666667,-13.69694444,GOLFY                    ,GCCC
2644,2645,28.0,-17.33333333,GOMER                    ,GCCC
2646,2647,28.79361111,-13.96611111,GOMSU                    ,GCCC
2676,2677,21.33333333,-15.0,GUPEL                    ,GCCC
2683,2684,30.43388889,-15.85,GURKA                    ,GCCC
3008,3009,28.14277778,-15.295,ISLET                    ,GCCC
3009,3010,22.08111111,-19.59,ISOKA                    ,GCCC
3010,3011,28.62694444,-15.23611111,ISORU                    ,GCCC
3137,3138,29.98638889,-15.76861111,KASAS                    ,GCCC
3184,3185,28.66194444,-13.97388889,KEMEV                    ,GCCC
3189,3190,25.025,-13.87555556,KEMUL                    ,GCCC
3325,3326,27.74472222,-15.80666667,KONDA                    ,GCCC
3335,3336,28.13972222,-14.50777778,KOPUD                    ,GCCC
3336,3337,29.73138889,-12.57833333,KORAL                    ,GCCC
3346,3347,28.58666667,-14.21333333,KOSIB                    ,GCCC
3413,3414,28.87166667,-14.83416667,LARYS                    ,GCCC
